"","logFC","logCPM","PValue","FDR"
"YGL058W",0.422941554657884,5.28983612577477,0.227226807443691,0.531350181279129
"YPR134W",-0.498598139582093,5.11987100299647,0.227628330600639,0.532050627573269
"YPR058W",-0.742343612330437,6.21826342486212,0.22790350740303,0.532213559770175
"YER021W",-0.424991081367095,8.66160787234136,0.227924918422135,0.532213559770175
"YCL028W",-0.336123175974556,7.43378629589015,0.22808704910406,0.532213559770175
"YER009W",0.421535192824524,7.78418939932705,0.228106099222947,0.532213559770175
"YLL066C",-0.341137621653073,6.88899765059713,0.228777575890427,0.532944529745929
"YDR464W",0.347216001675396,6.80795387689182,0.228777920154819,0.532944529745929
"YOR086C",-0.422717703953161,8.65974796370185,0.228782451774685,0.532944529745929
"YAL041W",0.370119854642469,6.56999498484332,0.228828013538601,0.532944529745929
"YGR154C",-0.848906014597775,4.20081829742614,0.229348961285237,0.533735227188302
"YIL014W",0.372286296993045,6.130779070663,0.229372125619355,0.533735227188302
"YPL150W",-0.363576150792498,6.50890039715309,0.229544607857757,0.533898448147087
"YGR221C",-0.589729722992171,4.72337427026075,0.229960523841282,0.53462747454544
"YOR247W",0.421656220419224,8.51166104145086,0.230102319504622,0.53467426689536
"YLR354C",-0.439921141829322,9.41630092880682,0.230185624582515,0.53467426689536
"YJR021C",-0.623512959578396,5.62581144795295,0.23049424780571,0.535152866400706
"YJR110W",0.350488092856429,5.75638256828638,0.231244715468575,0.536656441547844
"YPR105C",0.337264734076325,6.38438917874309,0.231495420354569,0.536779224404966
"YIR039C",-0.367062533751806,5.67721512587577,0.231503403279888,0.536779224404966
"YBR272C",-0.407696979863065,6.27955952194674,0.232198009636896,0.537691764901008
"YMR030W",-0.517029741721981,5.13166083699264,0.232225643112344,0.537691764901008
"YPL188W",-0.407463438103515,6.11506688306133,0.232303180748604,0.537691764901008
"YLR033W",0.332186465786711,6.24725714702436,0.232309227158687,0.537691764901008
"YPL115C",0.388211676830041,6.46520599059019,0.232578096797741,0.537863111108764
"YHR030C",0.358234596496128,7.50439336191313,0.232703211613328,0.537863111108764
"YKL038W",-0.371225529497512,6.89606193905671,0.232770885294328,0.537863111108764
"YBL080C",-0.426056183253425,5.64213314714498,0.232795649776421,0.537863111108764
"YLR292C",0.394031093128269,5.69898721598538,0.23356538642871,0.539402665338018
"YKR028W",0.312312014515903,7.35888127209689,0.233858738095664,0.539841166657114
"YLR420W",0.340432046175544,7.20511945081543,0.234919180450176,0.542049254492955
"YML103C",0.324213401632241,7.34749991012024,0.235150539608112,0.54234322066115
"YNL130C",0.368255998716651,7.23989919790338,0.235327863982851,0.542512358108057
"YBL034C",0.365354377386387,5.76134934709917,0.235460726211315,0.542578890744006
"YER170W",-0.515328405532389,4.63848171702957,0.236850123398114,0.545235351591056
"YDL077C",0.386867419869734,6.35881806967758,0.236896127240017,0.545235351591056
"YKL033W",0.478830327112032,5.19749523310387,0.236927073424751,0.545235351591056
"YCR037C",0.325832664379041,6.43220341785446,0.237129736023387,0.545265650506638
"YNL065W",0.601935380113438,4.33388831840819,0.237149273720445,0.545265650506638
"YGR211W",0.40541371314655,7.31419957597249,0.237456383829993,0.54558198129206
"YPL267W",0.645945869269231,4.03858590426142,0.237497262960877,0.54558198129206
"YMR256C",-0.369677842046923,7.19257526283125,0.23774291111867,0.54558198129206
"YLL024C",-0.472122198530036,11.957100553435,0.237758331015671,0.54558198129206
"YLR295C",-0.351601747758689,7.87263733815177,0.237809742276815,0.54558198129206
"YJR134C",0.328706472504148,6.74518409064567,0.238086595203331,0.545977040516825
"YDR394W",-0.391245483397163,8.32345017816449,0.238321696331267,0.546276049982522
"YNL316C",-0.475095148624977,4.98856214902477,0.238482331081355,0.546404181489428
"YER115C",0.571232475370698,4.4292742295592,0.239324296817589,0.548092562114734
"YNR060W",-0.489172234763046,4.60787315600332,0.239473311015591,0.54819318278558
"YHR081W",0.514239319280774,5.20184379616424,0.239626199734705,0.548302580708753
"YPR120C",0.494000834186537,4.83575771914183,0.240076737608939,0.54909265239186
"YJL149W",0.453925786492456,5.82121107203901,0.240216523302879,0.549171604763856
"YKL117W",-0.452441743874719,8.78018386026672,0.240380765243025,0.549306374188727
"YPL231W",-0.448892503024591,10.449819122721,0.240600916554191,0.549568731025925
"YKL065C",-0.348491468774174,7.81717648053345,0.241028627249066,0.550117713529962
"YPL174C",-0.496208961684776,4.84694820690754,0.241052155094785,0.550117713529962
"YNL247W",0.537500479930767,7.87547901115217,0.241161451497294,0.550126494298813
"YDR210W-B",-0.439852063899571,6.18436227092811,0.241430050134132,0.550498501551472
"YPL016W",0.556134499602818,6.60979176376145,0.241892994509549,0.55113053613325
"YKL166C",0.42894206989311,5.23046748949793,0.241918521706947,0.55113053613325
"YLR357W",0.350763725422302,5.97437520768327,0.242383574666846,0.551874305106563
"YPL052W",0.555918571932028,4.52182535295562,0.242456566475799,0.551874305106563
"YBL010C",-0.501260799282282,4.83879759599573,0.242711174945652,0.552029405836554
"YOR175C",-0.364035046318013,7.12730067642035,0.242736334481322,0.552029405836554
"YNL185C",-0.517788820641141,4.95024035872829,0.243228744448679,0.55290821777288
"YKR048C",0.40379424470185,8.6406888869785,0.24356252213209,0.553023356114143
"YMR268C",0.716632661991441,4.14022289544836,0.243597007167741,0.553023356114143
"YDR405W",-0.336624296110864,6.44898887665529,0.243597407006,0.553023356114143
"YDR490C",-0.315923389625492,6.92230992817531,0.24370350169097,0.55302356168847
"YDL067C",-0.305872581448355,6.94632522221331,0.245091999693939,0.555704505461856
"YIL165C",-0.536970945080598,4.68198543344359,0.245115841964972,0.555704505461856
"YFR035C",0.545117000650722,4.25279397405592,0.24520447988752,0.555704505461856
"YGL232W",0.380498686145868,6.04907185549672,0.245627974231878,0.556422553872212
"YPR086W",0.313975652926665,7.30964080799722,0.246643599653867,0.55848075494541
"YDR126W",0.572359454526803,4.32928443690608,0.247379487655747,0.559713286020184
"YAL007C",0.355037955022192,6.92600753167072,0.247402499053583,0.559713286020184
"YAL020C",0.371861148504074,5.97348453544833,0.248359898861677,0.561635714070815
"YLR289W",-0.384077360883637,5.30936152757477,0.248668738571294,0.561651904316661
"YOR008C",-0.337417725927716,7.77656002432193,0.248772557518553,0.561651904316661
"YMR010W",0.339793324342472,5.9653098306063,0.248796646175891,0.561651904316661
"YPL160W",0.632147776906681,9.18452977803184,0.24879769041131,0.561651904316661
"YIL039W",0.321854637692441,7.06335482856116,0.249071754466629,0.561890956602032
"YAR027W",-0.322517627671839,7.00512984263609,0.249118992260015,0.561890956602032
"YDL178W",0.359592570718096,7.6170942563276,0.250082094302229,0.563013021198713
"YOR151C",0.416969928578834,8.56477659886927,0.250286886234862,0.563013021198713
"YGL257C",0.332145374430122,5.97562249554426,0.25041000422721,0.563013021198713
"YPL004C",-0.451928930897628,10.6007304367895,0.250427410805046,0.563013021198713
"YHR134W",0.624555337807571,4.59964029663311,0.250453426106262,0.563013021198713
"YMR081C",-0.356213136137483,7.97748982713405,0.250500370413111,0.563013021198713
"YPR036W-A",0.563931701011746,8.74382246251984,0.250533926173106,0.563013021198713
"YJL130C",0.626212847819307,9.86085044027217,0.250693195488284,0.563013021198713
"YCL032W",-0.383137040432458,6.25367024708346,0.250722339527519,0.563013021198713
"YNL218W",-0.555409585465988,4.45949234178129,0.250776146229215,0.563013021198713
"YOL030W",-0.360568588023326,8.01992974624487,0.250803577010889,0.563013021198713
"YML041C",-0.629903686709934,4.7062047004721,0.251057536292807,0.563340716920248
"YMR008C",-0.422803018256562,8.18206158281126,0.251845384438885,0.56461194421291
"YLR130C",0.308972527931948,6.69688617263317,0.251874559304199,0.56461194421291
"YHR102W",-0.321146697752645,6.48523372767124,0.25196152507325,0.56461194421291
"YGL056C",0.330576796998115,5.8928523822621,0.252056971069938,0.56461194421291
"YER005W",0.318952513794403,6.1075669916262,0.252631936822666,0.565628565349757
"YMR255W",-0.360315955805805,6.45492483651324,0.252727656858402,0.565628565349757
"YCR009C",-0.312242105960863,7.52334197882252,0.252865493004787,0.56569437264407
"YGL061C",0.506712778043396,4.50290096001979,0.253045061380327,0.565853444158236
"YLR160C",-0.343700846128518,6.34020873259353,0.253166556656219,0.565882573297127
"YNL107W",0.460915326060453,4.89935392482264,0.253407687665822,0.56597423762432
"YKL104C",0.395633845611524,8.11046605978834,0.253424538832742,0.56597423762432
"YDR131C",-0.386367406494157,5.48395797394543,0.253694428240778,0.566334545199888
"YDR034C-D",-0.41366976256349,6.13120103833256,0.254597184141453,0.568106719275432
"YER089C",-0.320863508370157,7.65076495303604,0.254861257206994,0.568278322031367
"YML094W",0.403412597167784,5.33522035600349,0.254891944326893,0.568278322031367
"YJL209W",0.515097028467202,4.99052355022127,0.255017371403192,0.568315090393187
"YBR121C",0.527603351409342,9.14696571601661,0.255404750390291,0.568707560931344
"YNL026W",-0.39218089100349,6.2487515071989,0.255480519746718,0.568707560931344
"YGL086W",0.320415332662656,6.43866906369364,0.255520514246324,0.568707560931344
"YGL008C",0.451254278102381,11.948718933936,0.255692957459085,0.568848681903645
"YLR117C",-0.338964049728614,6.37974046614444,0.255922290018568,0.569116192253567
"YBR080C",-0.317495138414136,7.63787085850098,0.256242470257577,0.569433641180197
"YML129C",-0.436665386444298,5.07699323700265,0.256315295531728,0.569433641180197
"YLR168C",-0.327192481970749,7.25995243007295,0.256392490537145,0.569433641180197
"YCL043C",-0.438163797933781,10.0727917519112,0.256700062968291,0.569874139789606
"YMR087W",-0.603081591366562,5.40700865292325,0.256824653115858,0.56990821578283
"YOL062C",-0.38163297454885,6.75115493509883,0.257148867563727,0.570306566618997
"YER141W",-0.368067267140189,8.1945705935219,0.257313117284399,0.570306566618997
"YEL043W",0.325355228636805,6.94454570972624,0.257332117657872,0.570306566618997
"YGR089W",0.305107555527575,6.46847654300878,0.257506450007972,0.57045059434887
"YGR130C",-0.422712366712093,9.46162716701141,0.25795588522257,0.571203672837924
"YIL151C",-0.30926696616844,6.35765165689665,0.258156001965337,0.571322524217861
"YGR189C",0.450059693628628,8.35930357416059,0.258233078617302,0.571322524217861
"YNR021W",0.365104132980469,7.67889858091099,0.258338093661095,0.571322524217861
"YIL006W",-0.961233965089923,3.83036340847275,0.259511627493753,0.573558357517087
"YBL056W",-0.358122515595885,8.15185884098925,0.259568963407675,0.573558357517087
"YLR263W",0.600294810871783,4.53951585058501,0.259968872204315,0.574077264495039
"YJL145W",0.464241750758326,5.96053283169371,0.260023878857921,0.574077264495039
"YER177W",-0.43903824257967,10.3471928977998,0.260503008254536,0.574891791059185
"YPR009W",0.434649595599863,5.57966194948185,0.260734071260252,0.574979255128757
"YMR203W",-0.356801026756032,7.99697470701097,0.260763066443289,0.574979255128757
"YGL167C",0.28892884508518,7.2798672096505,0.260893685446761,0.575024231928919
"YDR527W",0.408012534924954,5.47992053522275,0.26184087766887,0.576769502612036
"YJR126C",-0.310649874723042,7.38303015558544,0.261977023905483,0.576769502612036
"YMR270C",0.398890854172626,5.131576492573,0.262143923257879,0.576769502612036
"YPL265W",0.897873133835424,8.79768317111869,0.262149965806807,0.576769502612036
"YHL002W",-0.308158699869318,6.64582071472568,0.262281006818442,0.576769502612036
"YER033C",-0.375185141354635,6.08854679539214,0.262424198233572,0.576769502612036
"YJR161C",-0.311887556686239,6.09013761845207,0.262636968133919,0.576769502612036
"YKL132C",0.64216023531985,4.23409796094206,0.262677934896511,0.576769502612036
"YNR043W",0.39378843190896,8.26709481391957,0.262680532529461,0.576769502612036
"YIR014W",-0.600536509639203,4.36161847525272,0.262833976555005,0.576863633019546
"YKL047W",0.473249236905822,5.28741453107606,0.263163528418654,0.577344040269182
"YIL085C",0.324585281433995,6.63842459158292,0.263383869211943,0.57758455051648
"YDR107C",-0.608510178328093,4.79956995208145,0.263539491148851,0.577682993833427
"YGR092W",-0.36836198311439,6.84927309711312,0.264284841622572,0.578880082832821
"YER068W",0.346007921151547,6.7491437976898,0.264314472717823,0.578880082832821
"YJL072C",0.458818602443288,4.78079903757632,0.264418485219592,0.578880082832821
"YPL149W",-0.493282386616301,4.84553183713834,0.264877408433044,0.579641543538251
"YDL160C-A",0.574330315018333,4.38048834397189,0.265209808163881,0.579733043274961
"YOR311C",0.364699724968648,5.944209884922,0.265231429096727,0.579733043274961
"YPL096W",-0.325298031707782,5.92211523636409,0.265252592351415,0.579733043274961
"YKL220C",-0.65958687492454,4.06483260632078,0.265562151010509,0.580140606649955
"YNL177C",-0.360299312968128,6.61218659325818,0.265735284901048,0.580140606649955
"YOR007C",-0.42496887085367,9.37336673656366,0.265772675846922,0.580140606649955
"YDR354W",-0.638029434101605,6.61112335869581,0.266276668454995,0.580918168541238
"YDR108W",-0.41176665375753,5.68657579885554,0.266351592706659,0.580918168541238
"YOR048C",0.353379657375698,7.17348063703677,0.26660965841175,0.58107031243821
"YBL014C",0.390671576844861,5.26769835136023,0.26664411117061,0.58107031243821
"YBR108W",-0.305744158221156,7.03833293784791,0.267145095253033,0.58191898201882
"YGR287C",-0.323124143076295,7.52893958927584,0.267840811492535,0.583190948896727
"YIR019C",-0.548509188389954,4.26277050279718,0.26805776544177,0.583251605790437
"YLR363C",0.53139163814983,5.19104444994132,0.268092265801316,0.583251605790437
"YNL216W",0.346926390046888,6.57489432965997,0.268508938819201,0.583328259977728
"YOL012C",-0.333497691239054,6.47247933781196,0.268516683908295,0.583328259977728
"YPL167C",0.469322974680605,5.22095974426853,0.268646393977578,0.583328259977728
"YER018C",0.557363056925419,5.20296913319795,0.268849413290132,0.583328259977728
"YLR360W",-0.351716920775424,5.87733876567604,0.26887016613456,0.583328259977728
"YPR029C",0.288045275309257,7.28016659611726,0.269055707073857,0.583328259977728
"YLR350W",-0.293978457376584,6.97919345429019,0.269078823067837,0.583328259977728
"YOR241W",0.325595715086419,6.66034002819668,0.269116796477645,0.583328259977728
"YGL127C",-0.548884359652446,4.45542697300108,0.269133816708145,0.583328259977728
"YOL053W",-0.341758420860034,5.74065868325139,0.26939401018037,0.583334092435259
"YDL054C",-0.366639949418674,6.39397452222043,0.269461485124141,0.583334092435259
"YCR035C",0.311873026055628,6.39514689137813,0.269471949926964,0.583334092435259
"YOR292C",-0.326082990943103,5.75679997144536,0.270345040138088,0.584536638518143
"YKL116C",0.347342140444912,5.63384311947631,0.270509917161094,0.584536638518143
"YPL040C",-0.368645360643396,5.85540045529589,0.270634256770468,0.584536638518143
"YBR036C",-0.314238947250614,7.76500781250069,0.270782656810588,0.584536638518143
"YNL154C",0.355912163726131,8.0424770637534,0.270790128421468,0.584536638518143
"YNL245C",0.407123543661281,5.04172288596692,0.270836668796118,0.584536638518143
"YLL050C",-0.398650408162574,8.29532727067743,0.270841546682547,0.584536638518143
"YDR321W",0.588212132030379,6.41661061983813,0.270923824408064,0.584536638518143
"YHL021C",-0.443874373069708,10.3757621029411,0.27124041066464,0.58497776868021
"YDR353W",-0.38707284690947,8.46963971811479,0.271845916177611,0.585699251577485
"YER046W",-0.77701665177904,3.78514996908116,0.271919839387448,0.585699251577485
"YMR247C",0.303295568399237,6.84612727545528,0.27196987898659,0.585699251577485
"YDR057W",-0.313728886886233,6.34833035766063,0.272127603882882,0.585699251577485
"YLL031C",-0.337486933853528,6.80276419635868,0.272136282504087,0.585699251577485
"YHR195W",-0.289005940180757,7.06858591438426,0.272777201855655,0.586598370085637
"YLR281C",-0.606042292918658,4.51004823814408,0.27277892386961,0.586598370085637
"YEL034W",0.459195952911764,10.9727602057923,0.273398921081795,0.587508757206316
"YDR243C",0.582866495884352,4.88018818821793,0.273427499041007,0.587508757206316
"YGL186C",-0.338073171016285,7.04349677303703,0.273707950618198,0.587869237700757
"YJL197W",0.303721946442963,6.33516056610955,0.274061903378063,0.588168109494147
"YLL038C",0.425248010435244,4.95078123293807,0.274072584661735,0.588168109494147
"YGL234W",0.628204164453875,10.3361737289531,0.274438611009714,0.588711444752334
"YPL059W",-0.30314504962307,6.37927056302938,0.275187617560258,0.589810501873655
"YEL072W",-0.624965824579942,4.78820854337804,0.27520303171785,0.589810501873655
"YLR192C",0.466280166850878,8.35480342104548,0.2754870106953,0.589810501873655
"YDR485C",-0.309610031761762,6.78315103972964,0.275497747878902,0.589810501873655
"YFR052W",-0.329171736109574,7.30728791461237,0.275682785027141,0.589810501873655
"YJR029W",-0.521972193534435,8.29225743024261,0.275726623663965,0.589810501873655
"YJL128C",-0.28821331518272,6.7118411444812,0.275913413615797,0.589810501873655
"YMR150C",-0.374487692779437,5.48427355880973,0.275996718164644,0.589810501873655
"YCL008C",0.310181488991099,6.416350703629,0.276073375468965,0.589810501873655
"YLR426W",0.47440579758958,4.94134585750647,0.276081511515328,0.589810501873655
"YLR312W-A",-0.351857147030289,5.53466922052749,0.276598721399466,0.590673569194029
"YML038C",0.360674029518241,5.59876242707233,0.276998849682098,0.590885122065779
"YOL027C",-0.324660256067219,7.16865082119614,0.277044294969547,0.590885122065779
"YKL207W",-0.280865255573321,7.15539975420807,0.277049249677249,0.590885122065779
"YOL137W",0.459674781435297,5.00073562885855,0.277233037413153,0.590885122065779
"YPL014W",0.382000172816144,5.95113752305472,0.277503779243677,0.590885122065779
"YBL001C",-0.384652883233578,6.67901073896788,0.277582670511588,0.590885122065779
"YOR346W",0.336043883106975,6.37717834556135,0.277617589756952,0.590885122065779
"YOR097C",-0.458042464121287,5.35266773164606,0.277680817953983,0.590885122065779
"YPL260W",-0.340444829511375,7.86282534979138,0.27771713998568,0.590885122065779
"YOR114W",-0.609861695832752,4.71061079973077,0.277942339667264,0.591123190397112
"YDR414C",0.387726005931228,5.15482288973572,0.278322173749889,0.591567994428436
"YOR291W",0.280422418553715,7.18573152622873,0.278378268415145,0.591567994428436
"YHR119W",0.408095893121248,6.46519014486111,0.278910141006454,0.592456924116722
"YGR075C",0.496838578607596,4.7617895356681,0.279066290819801,0.59254735010456
"YLR177W",-0.383436375414396,8.44362306976874,0.279255470385012,0.592707806752893
"YGL011C",-0.3562190703395,8.26905468231786,0.279501677146184,0.59286529452537
"YKL045W",-0.415447931885543,5.97583262836783,0.279618639887196,0.59286529452537
"YDR207C",0.412822935974523,5.80721338205874,0.279670594178059,0.59286529452537
"YIR004W",0.291186794592499,6.67580139492352,0.280108605560138,0.593552638183283
"YLL007C",0.519552024006715,4.68467586672114,0.281225072668841,0.59567649375288
"YML011C",0.519470253705801,4.64397216265189,0.281556106820303,0.596135636883733
"YEL006W",-0.350276903711657,5.65939765233359,0.282087921606371,0.597019345647236
"YMR261C",-0.390257318789352,9.0910662985262,0.282446732362278,0.597536335253044
"YGR135W",-0.35710002293746,8.09898966375131,0.282691153960559,0.597811005355588
"YPR186C",0.507602185573536,4.59254497818008,0.283070634660395,0.598370948550763
"YGR024C",0.324199921519173,6.05045546224941,0.283426125625063,0.598682748122959
"YLR133W",-0.297044906674642,6.97575630861672,0.283447649580929,0.598682748122959
"YPL252C",-0.557330194500694,4.78104436980885,0.283573383274254,0.598705924946087
"YLR119W",-0.475835981873901,4.73468722158707,0.283714585695593,0.598761728792035
"YNL290W",0.301000665795803,6.34898995874101,0.284151364015384,0.599441029546405
"YFL038C",-0.377904902857898,8.51339331223121,0.284423065182332,0.599771677872364
"YDR489W",0.58150181593781,5.0536913715492,0.284810717168394,0.600346469279803
"YML020W",0.339757507361674,5.97043138807785,0.285006623340757,0.600516782701425
"YPL066W",0.35442926015592,5.91574312987835,0.285956434135657,0.602274815052774
"YHR143W-A",0.478305832499093,4.43761709636058,0.286073438479699,0.602278098687889
"YML068W",-0.374531241363495,5.23552546990282,0.286610050381378,0.603020999961517
"YCR032W",-0.386262852018453,6.46987669598066,0.286657481292805,0.603020999961517
"YOR202W",-0.700978465263504,7.35349148695103,0.287033796471424,0.60356389948807
"YLR421C",-0.286673690487064,6.90778249022694,0.287236294999931,0.60356389948807
"YGL093W",-0.283168994119276,7.04343371602278,0.287356275545725,0.60356389948807
"YDR128W",-0.310651726408644,6.36203839074215,0.287378325920714,0.60356389948807
"YDR167W",0.307493428193964,6.30447079658713,0.287808080104967,0.6042232410091
"YGR076C",-0.428863811004596,5.21916745953414,0.288281932575192,0.604974594627826
"YEL071W",0.386576140089213,8.91439294182126,0.289179434111382,0.606614036091307
"YDR153C",0.285083315209512,6.93632967123777,0.289655269244165,0.607139345713611
"YDR322W",-0.31261307620748,5.88204080127814,0.289738382257344,0.607139345713611
"YLR467W",-0.301908796813432,7.47865492729599,0.289778986165783,0.607139345713611
"YLR457C",0.483334698252302,4.43942978297664,0.290289931378025,0.607965705338882
"YHR200W",-0.307080766457713,7.67450351224326,0.290500022888321,0.608161564770614
"YOR033C",0.36128416939336,5.90494363195173,0.290685159474058,0.60826903089422
"YJL139C",-0.374122863000457,5.38046970241486,0.290784543425375,0.60826903089422
"YMR077C",0.371582636716716,5.26326716029577,0.290949977187468,0.608371154704217
"YBR218C",-0.585696993032092,9.39641125281395,0.291266556121953,0.608777425333979
"YNL045W",-0.291339746954452,7.49216497483351,0.291377655943827,0.608777425333979
"YER053C",-0.365328671853249,8.55964002465824,0.291543667670203,0.608880430038211
"YHR114W",-0.279329796575137,6.673726596038,0.291692387425376,0.608947252980467
"YIR023W",0.366455894866394,5.95411546219723,0.292011809204999,0.609237041909364
"YDL123W",-0.366243037930315,5.59325082491257,0.292152875404329,0.609237041909364
"YGR046W",-0.307877481609391,6.1059802047448,0.292181537062915,0.609237041909364
"YMR237W",-0.28830786985563,7.5184541098614,0.2930274718932,0.610684236208388
"YLR181C",-0.28773066551299,6.41724138372685,0.293290294037385,0.610684236208388
"YJL085W",0.386948610539191,5.7038297864383,0.293387541821748,0.610684236208388
"YPL106C",-0.409535794080299,10.3208519504807,0.293403073569272,0.610684236208388
"YOR192C-B",-0.33563783991639,6.46344111405146,0.29346087409899,0.610684236208388
"YDR472W",0.384103387664837,5.54209261406441,0.29368200036169,0.610900716063371
"YAL026C",0.28341836905247,6.94343219948462,0.294010402125919,0.611292579644677
"YNL101W",-0.315895262835543,7.00664290472143,0.2941176904754,0.611292579644677
"YGR065C",-0.403891664399206,4.82722960535869,0.294337483649447,0.611292579644677
"YPL152W",-0.290633119387827,5.94638780501033,0.294387646452645,0.611292579644677
"YAL032C",-0.440322711273473,5.30907538010112,0.294799764863454,0.611292579644677
"YDR326C",0.277495997252203,6.82431031414437,0.294813613343691,0.611292579644677
"YNL123W",0.325079098166174,6.83955276202124,0.294882787252247,0.611292579644677
"YKR046C",-0.383651493525391,9.08662828072952,0.294897793560029,0.611292579644677
"YDR169C",-0.2844241523398,6.87810689583548,0.294950924702998,0.611292579644677
"YGL071W",0.316007328684291,6.003429259838,0.29504211530483,0.611292579644677
"YDR020C",0.46796227104873,4.48145379049097,0.295259456473559,0.611369432224212
"YML069W",-0.305474217471397,7.56522598548922,0.295360149556053,0.611369432224212
"YBR133C",-0.285622071196019,6.79001528159932,0.295643443425071,0.611369432224212
"YPL140C",0.32373118953003,5.83059060967876,0.295660053421788,0.611369432224212
"YOR128C",0.462902092375735,9.16643609512483,0.295665148073929,0.611369432224212
"YOL069W",-0.367394902290853,5.62288800285519,0.296218974794529,0.611759104806691
"YER174C",0.498914844300037,5.98334594268239,0.296245629735844,0.611759104806691
"YMR137C",-0.559366313313528,5.21702023796557,0.296256932488087,0.611759104806691
"YHR109W",-0.597498170537649,4.24938414170418,0.296430387255739,0.611759104806691
"YBL103C",0.325162167928149,5.72658968646433,0.296518832961876,0.611759104806691
"YIL049W",0.575200627971478,4.27235610517292,0.296557173865463,0.611759104806691
"YNL071W",-0.383731551614009,9.30699770754264,0.296925597564454,0.612277012843381
"YKL217W",-0.398517316019443,7.36864873546283,0.297360022160207,0.612930555357488
"YMR083W",-0.447025100818327,9.51106717916521,0.297872202782042,0.613743792225083
"YDR240C",0.475421732194986,4.82505694139716,0.298047047682585,0.613798606451035
"YPR011C",-0.348157788268717,5.88735252158854,0.298198705464342,0.613798606451035
"YPL057C",0.313966235968807,7.82383402539112,0.298251766791906,0.613798606451035
"YKL168C",-0.320042222190991,6.23044355898528,0.29868235580041,0.614442369956916
"YNCH0007W",0.420666187743045,8.62678688071227,0.299781891259545,0.616461224556975
"YNR004W",0.596967946142144,3.94200956476128,0.300114645507399,0.616902326876319
"YPR106W",-0.326568096005939,6.00611732162597,0.301088954197961,0.618511346241783
"YPL078C",-0.375344013750751,8.7097003506901,0.30118518809063,0.618511346241783
"YER081W",-0.343431662471675,8.119574321148,0.301253082384583,0.618511346241783
"YJL019W",0.382854643650313,5.20694236226623,0.301512216157041,0.618682496751491
"YDL121C",0.379381023207029,5.35318238952839,0.301573622625847,0.618682496751491
"YJL092W",-0.427306208784834,6.72536209540845,0.301803482672205,0.61873177505075
"YGL163C",-0.427278453367676,6.40126178124696,0.301834841384734,0.61873177505075
"YJL012C",0.385755183736592,8.18703101201237,0.301999444712157,0.61882604205158
"YCR071C",-0.441720625544305,5.30133525822271,0.302215255582641,0.619025123036764
"YPL001W",0.43902575698419,5.05692120775967,0.302418377012928,0.619198066278041
"YBL009W",0.296849143362457,5.80294682896053,0.30279110710248,0.619718009318808
"YML074C",0.434225074161999,8.71833036075934,0.302958921911733,0.619818312005299
"YER059W",-0.307102784092726,5.76573100356869,0.303434067353985,0.620547051895625
"YLR373C",-0.355866769350645,6.349231857487,0.303782239867926,0.620880386718988
"YBL113C",-0.382160979745007,7.07501376558198,0.303835082862484,0.620880386718988
"YLR015W",-0.558189634976503,5.19166173153651,0.30445162543242,0.621896683586898
"YAL023C",0.344527206816013,8.44358358974139,0.304811443692181,0.622387985026266
"YKR015C",0.514401305064922,4.4487878638442,0.305055474518209,0.62260812034013
"YLL029W",-0.363298183626737,8.70839875864582,0.305157938223062,0.62260812034013
"YLR454W",-0.326051250049745,7.7297391089777,0.305670034996522,0.623409137051155
"YPR091C",-0.285065371964313,7.46007664079388,0.305876633642584,0.623586712666416
"YDR270W",-0.357757620435956,6.23555323285022,0.306356317733091,0.624244011398624
"YER129W",0.272673972403521,6.7425319803838,0.306438357905286,0.624244011398624
"YDR463W",-0.281284673568633,6.99400030868108,0.307061905849723,0.624950130928926
"YFL017W-A",-0.532122889247445,4.31946274988216,0.307110493439939,0.624950130928926
"YBR136W",-0.322552630328101,6.13016485397476,0.307144361836643,0.624950130928926
"YDR196C",-0.35328814741108,6.44658378094991,0.30769612407872,0.625828724880578
"YOL081W",-0.334991864001375,8.1434463261567,0.30820774926423,0.626321645151526
"YOL048C",-0.326621967129683,6.30917272465493,0.308460199258885,0.626321645151526
"YPL241C",0.485885373696073,4.44534084446807,0.30850252495716,0.626321645151526
"YKR080W",0.483508072927173,8.44519328953142,0.308532585231383,0.626321645151526
"YKL163W",0.362578191580583,5.17290090449503,0.308538744113364,0.626321645151526
"YDR127W",-0.611088823346761,8.57128929642425,0.308715070290929,0.626389442339012
"YER171W",0.283487085478593,6.09090852717143,0.308812276345781,0.626389442339012
"YDL113C",-0.281500518265826,7.073513246977,0.30918746136315,0.626906718201147
"YCL034W",-0.311230949417176,7.60652236166164,0.309419968854958,0.627134412399501
"YPR036W",-0.369652055544441,8.74356069907263,0.309597866249598,0.627251288630739
"YLR162W-A",-0.439691139511766,5.21635515816275,0.309873232077263,0.627565470398712
"YOL006C",0.262379160560819,7.05231801050991,0.3100632954615,0.627706718053025
"YLL002W",0.444038827464781,4.73659260251336,0.310543298828449,0.628262571172731
"YER057C",-0.316985531997711,6.79870252526938,0.310851970239292,0.628262571172731
"YLR082C",-0.383045113515384,5.27660809990643,0.310890618998792,0.628262571172731
"YOL042W",0.38317430876906,5.66299661791525,0.311046727322368,0.628262571172731
"YHR219W",-0.369100404565478,6.48424019080078,0.3111421062925,0.628262571172731
"YPL008W",0.496162844484013,5.28699331030772,0.311210171524305,0.628262571172731
"YLR148W",-0.30928292665135,6.36469427287521,0.311213985588183,0.628262571172731
