"","logFC","logCPM","PValue","FDR"
"YPL047W",0.955414368078595,4.58131853942664,0.0597333097983856,0.239346142256665
"YCR043C",0.690542902358774,5.26544352579831,0.0597962036495753,0.239414270483372
"YAL017W",-0.586893153164272,8.08047653025896,0.0598636909411486,0.239500671503046
"YPL032C",0.510954969627281,7.13023880451866,0.0602635309093521,0.240915586784743
"YJL046W",-0.682649014916763,5.18097298914603,0.0604571531018224,0.24150456947336
"YDR140W",-0.779387364142332,5.48392897476387,0.0606490353902513,0.242085705915027
"YKL081W",1.13925123518879,9.88835646120512,0.0607449045536773,0.242276878080561
"YMR036C",-0.691347812145265,5.32728922272891,0.0608329462977308,0.242276878080561
"YGR231C",-0.536409348160036,7.63626228978638,0.0608583285485529,0.242276878080561
"YOR368W",0.699750646997689,5.16429998927083,0.0608826887413486,0.242276878080561
"YFL018C",-0.690330351440818,8.90659439523614,0.0609359640983958,0.24230405846138
"YEL005C",-0.757311460324181,4.90854351943897,0.0611058635394673,0.242794584985073
"YPR026W",-0.744736396243798,7.09314785822201,0.061229196668568,0.242932259544686
"YJL207C",0.474047513867065,6.91171466279397,0.0612685261444171,0.242932259544686
"YNL284C",-0.500907081652259,6.69306882285212,0.0612802096148758,0.242932259544686
"YDR137W",0.539034028115544,6.05922089532261,0.0613533120971703,0.242952266194109
"YPR149W",-0.724304398812878,10.084487274783,0.0613783950246954,0.242952266194109
"YIL070C",-0.549334492822293,5.97038747929005,0.0617290816489285,0.244155131889659
"YNL236W",0.544858937842152,6.43653028263257,0.0619360233133559,0.244788055777104
"YIR002C",-0.489324407911015,6.80209677565625,0.0621475689541633,0.245438203810651
"YPR062W",0.54365830286123,7.46826958509409,0.0622730047405375,0.245747553503316
"YDR041W",-0.540824357929421,5.8478545394769,0.0623406380872387,0.245828502570767
"YDR030C",-0.879288175798495,4.56800052253374,0.0624377366091739,0.246025431941133
"YPL255W",0.969334114942631,4.21341386308703,0.0627006992551779,0.246875130576803
"YPL037C",0.789210039664529,8.6138995333302,0.0630347874964396,0.24791202022548
"YPL193W",0.6909407982712,5.64010306534884,0.0631254487748092,0.24791202022548
"YOR347C",-0.670454671024674,7.48352161090144,0.0631492355867695,0.24791202022548
"YOL021C",0.501304238541376,6.93447697599139,0.0631959071979436,0.24791202022548
"YGL242C",-0.608324054806965,5.47420125417971,0.0632016459459246,0.24791202022548
"YER007C-A",0.544626617415563,6.26956821212847,0.0633469732946627,0.248191397679369
"YIL124W",-0.530724395680456,6.92260771798906,0.0634078423151982,0.248191397679369
"YLR218C",-0.772853538204293,5.0053554492603,0.0634627684560203,0.248191397679369
"YIR003W",-0.512982399363441,7.35639470663399,0.0635064411789935,0.248191397679369
"YHR032W",0.611169046339575,6.4332163241356,0.0635107371864976,0.248191397679369
"YER140W",0.702717564948788,5.06155716389352,0.0637421535215605,0.248909292606273
"YKL137W",-0.862045474898666,4.8995449878206,0.0639096583652717,0.249259256284508
"YMR155W",-0.65049064653248,6.17099002741586,0.0639273308239738,0.249259256284508
"YBR214W",-0.660042101329781,8.81674438189127,0.0640647726189624,0.249608602504202
"YHR086W",-0.599593382571786,6.12344422697262,0.0641564783153708,0.249633724466964
"YMR027W",-0.511147167148958,7.52952315064155,0.0641669205501627,0.249633724466964
"YDL028C",-0.508890943382547,6.29713307735835,0.0642671528135325,0.249837359335469
"YKR059W",0.881984903215216,9.91307763700778,0.0643305756153918,0.249897701403946
"YAL059W",1.05100082527494,4.48072702098127,0.0643784904429085,0.249897756429058
"YDR089W",0.504554669460329,7.16971857173425,0.064433275411205,0.249908572047682
"YDR249C",0.969063822870383,4.06143992780423,0.0644770822266015,0.249908572047682
"YDR311W",0.527304976281721,6.06876710281555,0.0645511874509185,0.25001005562839
"YLR370C",-0.528394056237211,6.93004220635489,0.0647459365910232,0.250578302073715
"YGR156W",0.61380815675144,5.68610476652123,0.0648545427495112,0.250699914754041
"YCL009C",-1.24802968381426,8.71902717974815,0.064873468452742,0.250699914754041
"YLR083C",0.480883670068754,7.1708437218781,0.0649473527311008,0.250742579431947
"YCR048W",0.555986176501665,5.9747610207188,0.0649806339643458,0.250742579431947
"YBR170C",-0.471901983892461,7.04463270005305,0.0651190732300244,0.250933130009095
"YMR061W",0.626813335621329,6.4440684961126,0.0651889942641387,0.250933130009095
"YMR188C",-0.601398999790731,6.12006708440351,0.0651952820740252,0.250933130009095
"YLR051C",0.919386224103518,4.44729661554433,0.0652224121702766,0.250933130009095
"YDR248C",-0.638224780164254,5.99173615725386,0.065278962685529,0.250965621466769
"YDL045C",-0.534586181159117,5.91333998269027,0.0654778955565222,0.251407811982948
"YDR337W",-0.795606780289022,5.67140830600553,0.0654903616033787,0.251407811982948
"YDR429C",0.744206571851186,8.20151136330391,0.0655863676093961,0.251413311633577
"YMR251W-A",-0.740518211280791,9.7486598977083,0.0656240906338078,0.251413311633577
"YDL059C",-1.25938006313128,5.13811613782836,0.0656363677295249,0.251413311633577
"YGL095C",-0.554930798106238,6.5425300061533,0.0658639470778414,0.25209993536691
"YPL019C",0.533009641934318,7.73162337403862,0.0659591558864497,0.252169306031577
"YAR019C",0.545659444313889,6.06073732637485,0.0660084199177169,0.252169306031577
"YDR198C",0.770545272365525,4.77878330040617,0.0660439069060632,0.252169306031577
"YDR168W",-0.499590400672998,7.53219673926261,0.0660754152473002,0.252169306031577
"YLL040C",-0.617640199713911,8.213284231459,0.0663530101841374,0.253043606820647
"YPL089C",0.564581138655929,6.3471068549415,0.0665003904232713,0.253333774662627
"YMR258C",-0.505229499578516,6.81555234514366,0.0665262164630628,0.253333774662627
"YIL161W",0.615976273839276,5.39921661244927,0.0667590303808474,0.254034909917491
"YDL233W",-0.527203572452412,5.76720099869961,0.066991362937179,0.254733192742903
"YDR508C",1.26373259356308,9.20790652410291,0.0673697459957378,0.255985407763849
"YGL146C",-0.885620428878936,4.76377350125031,0.0674758675932104,0.256068747929317
"YLR203C",-0.481275296661597,7.40683746752942,0.0674898463490149,0.256068747929317
"YER012W",-0.578819119002658,7.85167628942121,0.067781207382512,0.256928022668024
"YKR066C",-0.589563381606696,8.13447087894128,0.0678148144937452,0.256928022668024
"YOL147C",-0.855042960897347,5.65164332379955,0.0681779226324529,0.258116271678887
"YOL009C",-0.789339834427183,4.75068183647863,0.0684023219585936,0.258742807814582
"YBL008W",-0.671423314893399,5.24842733713924,0.0684426058623966,0.258742807814582
"YBR074W",0.490433714319399,6.40180242853387,0.0691031486099276,0.260885507460632
"YPR037C",-0.603164242034757,5.32926051015566,0.0691094060399833,0.260885507460632
"YMR276W",-0.637512876602336,8.54545320602131,0.0692220840349129,0.261121917867058
"YOR230W",-0.725756074975898,9.64523111630846,0.0692824354609517,0.261160741184816
"YGL050W",0.715539873871078,5.31328419693249,0.0694294101238031,0.261525799722657
"YDR209C",0.683986704853388,5.16260570902068,0.0695547556851161,0.261579890046563
"YNR017W",0.465271540862252,6.92521009361242,0.0695642624230632,0.261579890046563
"YOR285W",-0.666028745825224,8.98639590943416,0.0695941896462774,0.261579890046563
"YGL104C",-0.583435707946525,5.8254746383419,0.0697185729356524,0.261858743704318
"YDR389W",-0.551124571768019,6.14936805201952,0.0698232015255167,0.262063052056562
"YJR042W",0.490990408484463,7.17068873214792,0.0700058965317879,0.262452284352184
"YPR015C",-0.866826123952102,4.38918721853095,0.0700596466128003,0.262452284352184
"YDR084C",-0.54426490515792,5.69946499587558,0.0701102099193283,0.262452284352184
"YDL102W",0.569710958538638,5.70709638180913,0.0701281357843482,0.262452284352184
"YKR042W",0.798697007486955,9.76697041522107,0.070347084516519,0.262869396732018
"YPR052C",0.724230234180644,4.79986099384739,0.0703588528546652,0.262869396732018
"YDL203C",0.544471036938132,5.69791904511329,0.0704217793233515,0.262869396732018
"YNL186W",0.529693606022536,6.64519690261327,0.0704411379396896,0.262869396732018
"YGR054W",0.572054798666648,7.51289981480401,0.07051243309238,0.262947364862721
"YMR125W",0.528016476341036,7.56289483484989,0.0707192346809374,0.263530176664607
"YHR024C",-0.503066577490724,6.80228372134396,0.0708099713973557,0.263679957730196
"YPR080W",0.851107095020603,13.4450553913505,0.0709731170225791,0.264098966837942
"YHR007C-A",-0.990653406677895,4.25191001234034,0.0711889109793889,0.264548712830493
"YGL037C",-0.696501195881004,10.0596878201107,0.0711953982775565,0.264548712830493
"YML034W",-0.582390013178769,7.46844779621241,0.0716344018048732,0.265673425191444
"YPR161C",0.505085123766869,6.61446239197129,0.0716494748471417,0.265673425191444
"YOR384W",-0.851467927351987,5.75762116159629,0.0716508547526091,0.265673425191444
"YMR114C",-0.560288067972727,6.21200835866424,0.0718771700201465,0.266323292610159
"YER121W",-0.859961153828757,4.4605371958648,0.0720458412742927,0.266758803355561
"YFL007W",-0.52450217668829,7.8212508445125,0.0722593856004992,0.267359726721847
"YGR002C",-0.531944070963661,5.91067317626882,0.072496408348107,0.268046606911463
"YLR024C",-0.476405463513023,6.62876560932733,0.0727246877602149,0.268700209663627
"YNR027W",0.541305719809363,5.6961586119335,0.0730281018668131,0.269630295427575
"YLR005W",-0.476649922511086,6.63439645690785,0.0730831482681946,0.26964270474906
"YKL092C",0.583533700788351,5.93348852834785,0.0732399440528153,0.270030238956563
"YDR304C",-0.507075272277174,7.68107595910791,0.0736018696746804,0.271172990178536
"YJR137C",-1.18333003234147,7.13385648701938,0.0736709390346377,0.271235913157166
"YOR254C",0.668526572924091,7.65606596448249,0.0737578863264244,0.271364522542282
"YGR255C",-0.517145743165696,7.05571153130507,0.0739451362444225,0.271861716551904
"YLR035C",-0.650707110903889,5.48982363549714,0.0744170408259674,0.273303321641551
"YIL017C",-0.559350727934989,7.00380456435284,0.0744420203282814,0.273303321641551
"YGR268C",-0.639288715182268,5.79053879188321,0.0746359627401406,0.273810960068316
"YBL035C",0.693131661811108,5.19370648064236,0.0746852589950572,0.273810960068316
"YKL214C",0.547996409268336,5.63416657334891,0.0749947700830518,0.274752609215788
"YOR228C",-0.529212095559291,5.72370314301361,0.0750726086072973,0.274844771301242
"YFL016C",-0.576047882920458,8.23644272409371,0.0753323327396014,0.275602229945652
"YLR216C",-0.603481610743305,8.47703928955454,0.0754323624628254,0.275628840489757
"YLR384C",0.47673256478797,7.43793948222044,0.0754452720374493,0.275628840489757
"YDL155W",0.504066777050691,5.98652568019313,0.0755853880273407,0.275947494288759
"YDR454C",0.681045213870718,7.40447106406824,0.0757296427637337,0.276280801607272
"YKL027W",0.511658731852164,6.2119786435437,0.0760556080399229,0.277239876323469
"YGR169C",0.780827625594605,4.54974401344252,0.0760988121324914,0.277239876323469
"YDL091C",-0.499277210618619,6.13065967748881,0.0762575136473822,0.277624179133561
"YBR294W",-2.05625706427116,6.46269895784361,0.0765707449717974,0.278570137041748
"YDR246W",-0.615527984744938,5.73811947878768,0.0771140594632224,0.280231369956471
"YCR046C",-0.558036875672175,5.72488714926101,0.0771347991676237,0.280231369956471
"YMR088C",-0.57740124583374,6.55604500601055,0.0771955463885045,0.280256900145322
"YNL212W",-0.462351356505014,7.10923060339159,0.0774144157333353,0.280856054854527
"YGR281W",-0.491353656406032,7.14173388253838,0.0775267006849678,0.281067962108045
"YCL061C",0.61805262625058,6.09498369876652,0.0775889493536073,0.28109829776234
"YLR093C",-0.480916262134168,7.0889269384599,0.0776444369115293,0.281104113370887
"YIL010W",-0.541546817018928,5.81015954412618,0.077905861256084,0.281847397807827
"YML028W",-0.68439897697266,9.96454843342584,0.078009555963582,0.281847397807827
"YDL194W",-0.547133460196234,6.46394509833677,0.0780118156861226,0.281847397807827
"YOR038C",0.521473446603286,6.15657677962212,0.078129880191673,0.282078605508621
"YJL138C",0.861321569910201,9.60555879071954,0.078285177814823,0.282443826182525
"YAL028W",-0.525679216486923,5.67802055865233,0.0784868962155226,0.282679565997802
"YHR054C",0.698687215403432,5.06299120157675,0.0784976126277578,0.282679565997802
"YKR095W-A",0.818511901667691,4.46046431405941,0.0785130709470606,0.282679565997802
"YOR138C",-0.462211153087586,7.22264614846905,0.0786247485295288,0.282886422812794
"YOL142W",0.664283700717592,5.1431542216723,0.0790342350513677,0.284163752076489
"YJL151C",-0.470465044698901,7.42658883467516,0.0793894036377893,0.285244158938255
"YGR149W",-0.472333444322174,6.70673952914582,0.0795360415985811,0.285574348946867
"YOR046C",0.523887505833289,7.14116819364044,0.0795998436731758,0.285606866879614
"YDR322C-A",-0.494109565259897,7.44006512273821,0.0796703793019005,0.285663483723722
"YOR238W",0.753593294489106,4.57902798222561,0.0798029485096384,0.285942295587077
"YDR150W",-0.597068185062847,7.99400225350736,0.0800226293888787,0.286532640715017
"YKL105C",-0.560304459604517,6.95852961978856,0.0804387101403286,0.287824931963028
"YOR076C",0.598185204085318,5.61349953501891,0.0805402000628471,0.287990557729865
"YMR226C",-0.60516793796574,8.38518995928676,0.0806623365335808,0.288229732668282
"YCR073W-A",-0.520107354861433,7.24148908907271,0.0807794727142078,0.28845072494868
"YMR302C",-0.548332244697621,8.02733403932446,0.0809021202262838,0.288691081546185
"YPL237W",0.807397386372262,8.50799992305265,0.080966316921029,0.288722676265898
"YOR174W",0.652448681145956,5.71234747224152,0.0810877227584552,0.288910295804779
"YOR303W",-0.718746790668317,7.87032638161096,0.0811296882027988,0.288910295804779
"YOL061W",0.48205892663569,7.36238618992303,0.0812915475436727,0.289289224785362
"YER169W",-0.546397744148348,6.25834812892741,0.0814163284374154,0.289535777408314
"YGL129C",-0.541935585803094,6.42076458258621,0.0817275443797654,0.290444549747436
"YDR279W",0.695382228464048,5.05597546301019,0.0821991725951376,0.291914396143564
"YJR143C",0.489825911190258,7.39108639980217,0.0822530500922062,0.291914396143564
"YOL090W",0.494850497830115,6.22237776558408,0.0826294247123388,0.293050787711945
"YGR253C",-0.54247475982658,8.12841809161985,0.0827158538047769,0.293158022621957
"YGR183C",-0.476641002437374,7.53489014425146,0.0834433265931421,0.295364279795054
"YMR181C",-0.624678904370781,6.03203317722736,0.0834710322655824,0.295364279795054
"YOR036W",-0.466963358274823,6.82994412208306,0.0835083516278316,0.295364279795054
"YEL032W",0.567839633150238,6.45027990858335,0.0835648221156793,0.295364279795054
"YHR163W",-0.4760007984943,7.54253869828214,0.0837554331538299,0.295684448305349
"YPR066W",-0.822550673016159,4.2196559511453,0.0837687587876761,0.295684448305349
"YMR102C",0.519176313113497,6.56740926411187,0.0838373881733624,0.295716799226124
"YNL032W",0.552653152611929,5.99345878333031,0.0839116281502571,0.295716799226124
"YGL026C",-0.989533368282339,8.45058639621461,0.0839479738650353,0.295716799226124
"YBR220C",0.574889638142084,5.89123084302584,0.0841556945619535,0.29622232400192
"YKL152C",-0.726856132106168,11.7679795393543,0.0842050424563634,0.29622232400192
"YER167W",0.494598183229849,6.16337004277769,0.0842803594680817,0.296242405965287
"YGL195W",0.550545960799138,8.17738012202418,0.0843880402948018,0.296242405965287
"YLR277C",0.594991233149383,6.04171529493243,0.084400134801116,0.296242405965287
"YLR423C",-0.738803028377373,4.86802938618835,0.0844919875818733,0.296242405965287
"YGL162W",1.02029194255896,4.80580033483249,0.0844946712816459,0.296242405965287
"YKR069W",-1.3414070972098,5.86824483959567,0.0849953593779136,0.297797709788163
"YJR009C",-0.873394532219039,11.079373667336,0.0851573900408152,0.298165170364384
"YOR176W",-0.447829939541636,7.3094210290989,0.0852689150560925,0.298355419079567
"YPL157W",0.845063648699962,4.68332215322155,0.0853546143307572,0.298455109224906
"YNL092W",-0.769688188911077,4.83953859049691,0.0855027451574884,0.298772820821579
"YCR079W",-0.548841252182773,5.73171943336267,0.0857989596813994,0.299607210614365
"YJR045C",-0.66112634276422,10.6855082480388,0.0858945070120206,0.299611064926429
"YDL036C",0.726184959604761,5.72320678487607,0.0859503230400653,0.299611064926429
"YIL084C",0.656330900086024,4.96500756401685,0.0859723527304705,0.299611064926429
"YDR129C",-0.630401196173208,9.47767330168357,0.086352586784061,0.30073527720457
"YBR230C",-0.521362151216164,7.8109187159443,0.0865077249669501,0.301074583824269
"YML107C",0.743311285319993,5.00764316731714,0.0866711732810732,0.301406542118337
"YMR097C",-0.865683848656199,6.22489617621055,0.086718654345337,0.301406542118337
"YLR223C",0.541243328073478,6.01721294665333,0.0869451536942468,0.30181309964795
"YBR030W",0.833784794840093,4.98004013938184,0.0870045910533661,0.30181309964795
"YMR235C",0.509105078856545,7.83707808162816,0.08700918188049,0.30181309964795
